X,T,LHS,RHS
"2","27","0.16313553","0.16771485"
"3","27","0.16771495","0.13232116"
"4","27","0.13232127","8.47863e-2"
"5","27","8.4786266e-2","4.534354e-2"
"6","27","4.5343526e-2","2.056825e-2"
"7","27","2.0568259e-2","7.998678e-3"
"8","27","7.998678e-3","2.6869753e-3"
"9","27","2.686975e-3","7.83995e-4"
"10","27","7.839949e-4","1.9946699e-4"
"11","27","1.9946699e-4","4.4370016e-5"
"12","27","4.4370016e-5","8.642468e-6"
"13","27","8.642468e-6","1.4747952e-6"
"14","27","1.4747951e-6","2.2036362e-7"
"15","27","2.203636e-7","2.8784964e-8"
"16","27","2.878496e-8","3.2779766e-9"
"17","27","3.2779761e-9","3.242217e-10"
"18","27","3.2422165e-10","2.9685737e-11"
"0","28","0.0","9.744101e-2"
"1","28","9.744048e-2","0.15640326"
"2","28","0.15640318","0.16291809"
"3","28","0.16291797","0.13086419"
"4","28","0.13086408","8.5757375e-2"
"5","28","8.5757375e-2","4.7103643e-2"
"6","28","4.710365e-2","2.2032933e-2"
"7","28","2.2032931e-2","8.869623e-3"
"8","28","8.869623e-3","3.096022e-3"
"9","28","3.0960212e-3","9.4220944e-4"
"10","28","9.4220915e-4","2.5099868e-4"
"11","28","2.509987e-4","5.869434e-5"
"12","28","5.869435e-5","1.2069653e-5"
"13","28","1.2069651e-5","2.1843841e-6"
"14","28","2.184384e-6","3.4790597e-7"
"15","28","3.4790588e-7","4.8713563e-8"
"16","28","4.8713556e-8","5.9843637e-9"
"17","28","5.984363e-9","6.433279e-10"
"18","28","6.4332795e-10","6.5030044e-11"
"0","29","0.0","9.282366e-2"
"1","29","9.2823505e-2","0.15010948"
"2","29","0.15010953","0.15828983"
"3","29","0.15828967","0.12929787"
"4","29","0.12929797","8.653173e-2"
"5","29","8.653179e-2","4.87336e-2"
"6","29","4.8733614e-2","2.3461822e-2"
"7","29","2.3461822e-2","9.756388e-3"
"8","29","9.756386e-3","3.5303968e-3"
"9","29","3.530397e-3","1.1177214e-3"
"10","29","1.1177215e-3","3.1086747e-4"
"11","29","3.1086747e-4","7.617591e-5"
"12","29","7.617589e-5","1.6478385e-5"
"13","29","1.6478381e-5","3.1502389e-6"
"14","29","3.1502384e-6","5.3238017e-7"
"15","29","5.323802e-7","7.948915e-8"
"16","29","7.948914e-8","1.0470943e-8"
"17","29","1.04709414e-8","1.2148563e-9"
"18","29","1.2148562e-9","1.3442579e-10"
"0","30","0.0","8.8559136e-2"
"1","30","8.855939e-2","0.1442168"
"2","30","0.14421701","0.15382922"
"3","30","0.15382946","0.12764493"
"4","30","0.12764484","8.712789e-2"
"5","30","8.7127835e-2","5.0236765e-2"
"6","30","5.023677e-2","2.4849787e-2"
"7","30","2.4849791e-2","1.0653921e-2"
"8","30","1.0653916e-2","3.987994e-3"
"9","30","3.987993e-3","1.31042e-3"
"10","30","1.3104198e-3","3.795269e-4"
"11","30","3.795269e-4","9.7175194e-5"
"12","30","9.717518e-5","2.2042706e-5"
"13","30","2.2042705e-5","4.4354733e-6"
"14","30","4.4354724e-6","7.921763e-7"
"15","30","7.9217625e-7","1.255539e-7"
"16","30","1.2555385e-7","1.7642394e-8"
"17","30","1.7642398e-8","2.195935e-9"
"18","30","2.1959348e-9","2.6407745e-10"
"0","31","0.0","8.461098e-2"
"1","31","8.461118e-2","0.13869137"
"2","31","0.13869107","0.14953357"
"3","31","0.14953375","0.12592503"
"4","31","0.12592494","8.756299e-2"
"5","31","8.756295e-2","5.161726e-2"
"6","31","5.1617287e-2","2.6192717e-2"
"7","31","2.6192721e-2","1.1557515e-2"
"8","31","1.1557518e-2","4.4665956e-3"
"9","31","4.466595e-3","1.5200216e-3"
"10","31","1.5200215e-3","4.5735182e-4"
"11","31","4.5735185e-4","1.2204151e-4"
"12","31","1.2204149e-4","2.8945735e-5"
"13","31","2.8945733e-5","6.111146e-6"
"14","31","6.111145e-6","1.1493772e-6"
"15","31","1.149377e-6","1.925992e-7"
"16","31","1.9259922e-7","2.8738198e-8"
"17","31","2.8738194e-8","3.817688e-9"
"18","31","3.8176875e-9","4.959003e-10"
"0","32","0.0","8.0947205e-2"
"1","32","8.0946684e-2","0.13350289"
"2","32","0.13350308","0.14539942"
"3","32","0.14539957","0.12415463"
"4","32","0.12415469","8.785297e-2"
"5","32","8.7852925e-2","5.2879784e-2"
"6","32","5.287975e-2","2.7487444e-2"
"7","32","2.7487446e-2","1.2462829e-2"
"8","32","1.2462828e-2","4.9639177e-3"
"9","32","4.963919e-3","1.7460902e-3"
"10","32","1.7460901e-3","5.4463506e-4"
"11","32","5.4463494e-4","1.5110725e-4"
"12","32","1.5110723e-4","3.7377078e-5"
"13","32","3.7377074e-5","8.255883e-6"
"14","32","8.255884e-6","1.6299758e-6"
"15","32","1.6299756e-6","2.8774923e-7"
"16","32","2.877492e-7","4.5411053e-8"
"17","32","4.5411053e-8","6.409534e-9"
"18","32","6.4095333e-9","8.9451474e-10"
"0","33","0.0","7.754036e-2"
"1","33","7.7540874e-2","0.12862375"
"2","33","0.12862384","0.14142242"
"3","33","0.14142215","0.122347824"
"4","33","0.12234777","8.801239e-2"
"5","33","8.801237e-2","5.402949e-2"
"6","33","5.402945e-2","2.8731566e-2"
"7","33","2.8731562e-2","1.3365914e-2"
"8","33","1.3365913e-2","5.477648e-3"
"9","33","5.477648e-3","1.9880552e-3"
"10","33","1.9880547e-3","6.4158626e-4"
"11","33","6.415864e-4","1.8468297e-4"
"12","33","1.8468294e-4","4.7530146e-5"
"13","33","4.753014e-5","1.0955318e-5"
"14","33","1.0955318e-5","2.2640174e-6"
"15","33","2.2640177e-6","4.197358e-7"
"16","33","4.1973584e-7","6.9811456e-8"
"17","33","6.981144e-8","1.04279145e-8"
"18","33","1.0427914e-8","1.5563171e-9"
"0","34","0.0","7.436542e-2"
"1","34","7.436514e-2","0.12402958"
"2","34","0.12402952","0.1375977"
"3","34","0.13759792","0.120516494"
"4","34","0.12051642","8.80547e-2"
"5","34","8.805469e-2","5.50717e-2"
"6","34","5.507171e-2","2.9923437e-2"
"7","34","2.9923432e-2","1.4263198e-2"
"8","34","1.4263196e-2","6.0054883e-3"
"9","34","6.0054893e-3","2.24523e-3"
"10","34","2.2452301e-3","7.483341e-4"
"11","34","7.48334e-4","2.2305304e-4"
"12","34","2.2305307e-4","5.9599508e-5"
"13","34","5.9599515e-5","1.430134e-5"
"14","34","1.430134e-5","3.0856602e-6"
"15","34","3.0856602e-6","5.9905864e-7"
"16","34","5.990587e-7","1.0467636e-7"
"17","34","1.0467635e-7","1.6489347e-8"
"18","34","1.6489345e-8","2.6209086e-9"
"0","35","0.0","7.140135e-2"
"1","35","7.1401596e-2","0.11969805"
"2","35","0.11969805","0.1339197"
"3","35","0.13391972","0.11867088"
"4","35","0.11867076","8.799214e-2"
"5","35","8.79921e-2","5.601186e-2"
"6","35","5.6011826e-2","3.1061998e-2"
"7","35","3.1061992e-2","1.5151505e-2"
"8","35","1.5151501e-2","6.5451814e-3"
"9","35","6.5451814e-3","2.5168336e-3"
"10","35","2.516833e-3","8.6492783e-4"
"11","35","8.64928e-4","2.664723e-4"
"12","35","2.6647234e-4","7.377815e-5"
"13","35","7.377814e-5","1.8391238e-5"
"14","35","1.8391238e-5","4.133149e-6"
"15","35","4.1331486e-6","8.3812495e-7"
"16","35","8.381248e-7","1.5341979e-7"
"17","35","1.5341978e-7","2.5407573e-8"
"18","35","2.5407573e-8","4.2851207e-9"
"0","36","0.0","6.862873e-2"
"1","36","6.862879e-2","0.11560907"
"2","36","0.11560857","0.13038325"
"3","36","0.13038337","0.116819285"
"4","36","0.11681914","8.783596e-2"
"5","36","8.783594e-2","5.6855507e-2"
"6","36","5.685553e-2","3.214672e-2"
"7","36","3.2146722e-2","1.6028004e-2"
"8","36","1.6028006e-2","7.0945374e-3"
"9","36","7.0945406e-3","2.8020067e-3"
"10","36","2.8020062e-3","9.913418e-4"
"11","36","9.913417e-4","3.151637e-4"
"12","36","3.1516363e-4","9.0255046e-5"
"13","36","9.025502e-5","2.3326693e-5"
"14","36","2.3326696e-5","5.4487173e-6"
"15","36","5.448717e-6","1.1513633e-6"
"16","36","1.1513631e-6","2.2022294e-7"
"17","36","2.2022294e-7","3.8234347e-8"
"18","36","3.8234344e-8","6.8198154e-9"
"0","37","0.0","6.603087e-2"
"1","37","6.603122e-2","0.11174446"
"2","37","0.111744404","0.12698255"
"3","37","0.12698233","0.11496903"
"4","37","0.114969015","8.759628e-2"
"5","37","8.759633e-2","5.7608105e-2"
"6","37","5.7608113e-2","3.317753e-2"
"7","37","3.3177547e-2","1.6890235e-2"
"8","37","1.6890243e-2","7.6514496e-3"
"9","37","7.6514482e-3","3.0998308e-3"
"10","37","3.0998304e-3","1.1274802e-3"
"11","37","1.1274801e-3","3.6931605e-4"
"12","37","3.6931597e-4","1.0921268e-4"
"13","37","1.0921267e-4","2.9212735e-5"
"14","37","2.9212733e-5","7.078392e-6"
"15","37","7.0783926e-6","1.5553088e-6"
"16","37","1.5553087e-6","3.1012112e-7"
"17","37","3.1012112e-7","5.630323e-8"
"18","37","5.6303218e-8","1.0589559e-8"
"0","38","0.0","6.359264e-2"
"1","38","6.3592196e-2","0.10808744"
"2","38","0.10808706","0.12371243"
"3","38","0.12371242","0.11312589"
"4","38","0.11312604","8.728243e-2"
"5","38","8.728251e-2","5.8275014e-2"
"6","38","5.8275014e-2","3.415472e-2"
"7","38","3.4154728e-2","1.7736057e-2"
"8","38","1.7736051e-2","8.213911e-3"
"9","38","8.213911e-3","3.409343e-3"
"10","38","3.4093438e-3","1.2731827e-3"
"11","38","1.2731826e-3","4.290833e-4"
"12","38","4.290833e-4","1.3082508e-4"
"13","38","1.308251e-4","3.615661e-5"
"14","38","3.6156605e-5","9.071744e-6"
"15","38","9.071743e-6","2.0686564e-6"
"16","38","2.068656e-6","4.2908553e-7"
"17","38","4.2908553e-7","8.127575e-8"
"18","38","8.127573e-8","1.6075198e-8"
"0","39","0.0","6.1301023e-2"
"1","39","6.1300993e-2","0.10462309"
"2","39","0.10462284","0.120567"
"3","39","0.12056708","0.11129505"
"4","39","0.111294985","8.6902745e-2"
"5","39","8.690268e-2","5.886149e-2"
"6","39","5.886145e-2","3.5078913e-2"
"7","39","3.5078898e-2","1.856364e-2"
"8","39","1.8563643e-2","8.780019e-3"
"9","39","8.780016e-3","3.729552e-3"
"10","39","3.729551e-3","1.4282299e-3"
"11","39","1.4282297e-3","4.945843e-4"
"12","39","4.945841e-4","1.5525582e-4"
"13","39","1.5525584e-4","4.4266646e-5"
"14","39","4.4266653e-5","1.1481557e-5"
"15","39","1.1481557e-5","2.7122783e-6"
"16","39","2.712278e-6","5.8409665e-7"
"17","39","5.8409665e-7","1.15188854e-7"
"18","39","1.1518883e-7","2.3899261e-8"
"0","40","0.0","5.914347e-2"
"1","40","5.9143305e-2","0.1013378"
"2","40","0.10133743","0.11754103"
"3","40","0.117540956","0.10948061"
"4","40","0.10948062","8.6464874e-2"
"5","40","8.646488e-2","5.9372533e-2"
"6","40","5.9372485e-2","3.595099e-2"
"7","40","3.595099e-2","1.9371435e-2"
"8","40","1.9371435e-2","9.3479995e-3"
"9","40","9.348001e-3","4.059449e-3"
"10","40","4.059449e-3","1.5923511e-3"
"11","40","1.5923509e-3","5.659023e-4"
"12","40","5.6590245e-4","1.826565e-4"
"13","40","1.8265651e-4","5.3651132e-5"
"14","40","5.365113e-5","1.4363456e-5"
"15","40","1.4363454e-5","3.5092098e-6"
"16","40","3.5092103e-6","7.832096e-7"
"17","40","7.832095e-7","1.6050305e-7"
"18","40","1.6050303e-7","3.485401e-8"
"0","41","0.0","5.7109624e-2"
"1","41","5.7109594e-2","9.821889e-2"
"2","41","9.821892e-2","0.1146294"
"3","41","0.11462927","0.10768595"
"4","41","0.10768592","8.5975684e-2"
"5","41","8.597568e-2","5.9813034e-2"
"6","41","5.9813038e-2","3.6772024e-2"
"7","41","3.6772005e-2","2.015817e-2"
"8","41","2.015816e-2","9.916185e-3"
"9","41","9.916183e-3","4.3980237e-3"
"10","41","4.398024e-3","1.765229e-3"
"11","41","1.7652288e-3","6.430867e-4"
"12","41","6.430867e-4","2.1316536e-4"
"13","41","2.1316533e-4","6.441727e-5"
"14","41","6.4417254e-5","1.7775463e-5"
"15","41","1.7775465e-5","4.4845997e-6"
"16","41","4.484599e-6","1.0356048e-6"
"17","41","1.0356047e-6","2.2014993e-7"
"18","41","2.2014994e-7","4.99319e-8"
"0","42","0.0","5.5189535e-2"
"1","42","5.5189133e-2","9.525504e-2"
"2","42","9.5255375e-2","0.11182694"
"3","42","0.11182666","0.10591394"
"4","42","0.10591388","8.54414e-2"
"5","42","8.544132e-2","6.018762e-2"
"6","42","6.018758e-2","3.754329e-2"
"7","42","3.754329e-2","2.0922795e-2"
"8","42","2.0922795e-2","1.0483043e-2"
"9","42","1.0483041e-2","4.744267e-3"
"10","42","4.7442666e-3","1.9465071e-3"
"11","42","1.9465073e-3","7.261531e-4"
"12","42","7.261531e-4","2.469062e-4"
"13","42","2.4690613e-4","7.667002e-5"
"14","42","7.667e-5","2.1777576e-5"
"15","42","2.1777578e-5","5.665624e-6"
"16","42","5.665623e-6","1.3516295e-6"
"17","42","1.3516296e-6","2.9757834e-7"
"18","42","2.9757834e-7","7.035806e-8"
"0","43","0.0","5.3374786e-2"
"1","43","5.3374767e-2","9.243565e-2"
"2","43","9.2436075e-2","0.109128855"
"3","43","0.10912895","0.10416677"
"4","43","0.104166865","8.486765e-2"
"5","43","8.4867775e-2","6.0500767e-2"
"6","43","6.05008e-2","3.826614e-2"
"7","43","3.8266107e-2","2.1664483e-2"
"8","43","2.1664482e-2","1.1047161e-2"
"9","43","1.1047162e-2","5.0971885e-3"
"10","43","5.097189e-3","2.135796e-3"
"11","43","2.1357962e-3","8.1508607e-4"
"12","43","8.1508624e-4","2.8398752e-4"
"13","43","2.8398747e-4","9.0511254e-5"
"14","43","9.051124e-5","2.6431233e-5"
"15","43","2.6431235e-5","7.081379e-6"
"16","43","7.081378e-6","1.742823e-6"
"17","43","1.7428226e-6","3.9679804e-7"
"18","43","3.9679796e-7","9.762449e-8"
"0","44","0.0","5.16572e-2"
"1","44","5.165696e-2","8.975141e-2"
"2","44","8.975148e-2","0.10653027"
"3","44","0.10653019","0.10244632"
"4","44","0.10244638","8.42595e-2"
"5","44","8.425951e-2","6.075663e-2"
"6","44","6.0756654e-2","3.894211e-2"
"7","44","3.89421e-2","2.23826e-2"
"8","44","2.2382606e-2","1.1607243e-2"
"9","44","1.1607241e-2","5.4558185e-3"
"10","44","5.455818e-3","2.332678e-3"
"11","44","2.3326778e-3","9.0983935e-4"
"12","44","9.098393e-4","3.2450215e-4"
"13","44","3.2450218e-4","1.0603881e-4"
"14","44","1.0603879e-4","3.1798852e-5"
"15","44","3.1798852e-5","8.762735e-6"
"16","44","8.762733e-6","2.2219265e-6"
"17","44","2.2219263e-6","5.2242024e-7"
"18","44","5.224201e-7","1.3352532e-7"
"0","45","0.0","5.0029736e-2"
"1","45","5.0029755e-2","8.719351e-2"
"2","45","8.719325e-2","0.104026765"
"3","45","0.104026794","0.100753956"
"4","45","0.1007539","8.362159e-2"
"5","45","8.362144e-2","6.0959227e-2"
"6","45","6.095931e-2","3.9572716e-2"
"7","45","3.9572716e-2","2.3076694e-2"
"8","45","2.3076683e-2","1.2162117e-2"
"9","45","1.2162114e-2","5.819212e-3"
"10","45","5.819211e-3","2.5367138e-3"
"11","45","2.5367131e-3","1.0103395e-3"
"12","45","1.0103395e-3","3.6852702e-4"
"13","45","3.6852696e-4","1.2334561e-4"
"14","45","1.2334563e-4","3.7943308e-5"
"15","45","3.79433e-5","1.0742174e-5"
"16","45","1.0742174e-5","2.8028826e-6"
"17","45","2.8028824e-6","6.796935e-7"
"18","45","6.7969364e-7","1.801927e-7"
"0","46","0.0","4.8485756e-2"
"1","46","4.8485994e-2","8.4753945e-2"
"2","46","8.475423e-2","0.10161398"
"3","46","0.101614","9.909083e-2"
"4","46","9.9090934e-2","8.295802e-2"
"5","46","8.295804e-2","6.1112292e-2"
"6","46","6.1112344e-2","4.0159583e-2"
"7","46","4.0159598e-2","2.374647e-2"
"8","46","2.3746453e-2","1.2710717e-2"
"9","46","1.2710709e-2","6.1864606e-3"
"10","46","6.186459e-3","2.747449e-3"
"11","46","2.7474482e-3","1.1164867e-3"
"12","46","1.116487e-3","4.161228e-4"
"13","46","4.1612278e-4","1.4251909e-4"
"14","46","1.4251913e-4","4.492746e-5"
"15","46","4.4927456e-5","1.3053592e-5"
"16","46","1.3053591e-5","3.500815e-6"
"17","46","3.5008145e-6","8.745361e-7"
"18","46","8.74536e-7","2.401328e-7"
"0","47","0.0","4.7019597e-2"
"1","47","4.701972e-2","8.2424924e-2"
"2","47","8.242488e-2","9.928805e-2"
"3","47","9.9288225e-2","9.7457625e-2"
"4","47","9.745747e-2","8.227249e-2"
"5","47","8.227259e-2","6.1219454e-2"
"6","47","6.1219484e-2","4.0704336e-2"
"7","47","4.070431e-2","2.4391757e-2"
"8","47","2.4391748e-2","1.3252095e-2"
"9","47","1.3252087e-2","6.55669e-3"
"10","47","6.556688e-3","2.964415e-3"
"11","47","2.9644137e-3","1.2281585e-3"
"12","47","1.2281584e-3","4.6733403e-4"
"13","47","4.6733418e-4","1.6364054e-4"
"14","47","1.636405e-4","5.2813586e-5"
"15","47","5.2813593e-5","1.5732125e-5"
"16","47","1.5732125e-5","4.3319947e-6"
"17","47","4.3319947e-6","1.1135611e-6"
"18","47","1.1135611e-6","3.1626118e-7"
"0","48","0.0","4.5625877e-2"
"1","48","4.5626163e-2","8.019991e-2"
"2","48","8.0200434e-2","9.704476e-2"
"3","48","9.704471e-2","9.585514e-2"
"4","48","9.5855e-2","8.156831e-2"
"5","48","8.156836e-2","6.1284e-2"
"6","48","6.1284006e-2","4.120865e-2"
"7","48","4.120864e-2","2.5012504e-2"
"8","48","2.5012493e-2","1.3785406e-2"
"9","48","1.37853995e-2","6.929065e-3"
"10","48","6.929068e-3","3.187137e-3"
"11","48","3.1871372e-3","1.3452102e-3"
"12","48","1.3452105e-3","5.2218966e-4"
"13","48","5.2218966e-4","1.8678453e-4"
"14","48","1.8678453e-4","6.166304e-5"
"15","48","6.166305e-5","1.8813886e-5"
"16","48","1.881388e-5","5.313798e-6"
"17","48","5.313798e-6","1.4040972e-6"
"18","48","1.4040969e-6","4.1193715e-7"
"0","49","0.0","4.429968e-2"
"1","49","4.4299364e-2","7.807228e-2"
"2","49","7.807255e-2","9.488068e-2"
"3","49","9.488046e-2","9.4283506e-2"
"4","49","9.428322e-2","8.0848575e-2"
"5","49","8.0848634e-2","6.1309084e-2"
"6","49","6.130904e-2","4.167416e-2"
"7","49","4.1674152e-2","2.5608793e-2"
"8","49","2.56088e-2","1.4309897e-2"
"9","49","1.4309902e-2","7.302793e-3"
"10","49","7.302789e-3","3.415137e-3"
"11","49","3.4151366e-3","1.467479e-3"
"12","49","1.4674792e-3","5.807036e-4"
"13","49","5.807035e-4","2.1201857e-4"
"14","49","2.1201857e-4","7.153572e-5"
"15","49","7.1535724e-5","2.2335773e-5"
"16","49","2.2335771e-5","6.4646442e-6"
"17","49","6.464643e-6","1.7542021e-6"
"18","49","1.7542015e-6","5.309964e-7"
